"";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj"
"ENSMUSG00000108737";23,1902942091302;1,24172749758105;0,441473548852261;2,81268832710201;0,00491292449302371;0,0451938534854397
"ENSMUSG00000109198";78,3953011290378;2,59610386232693;0,704495477840255;3,68505397690516;0,000228654177012212;0,00680712235457987
"ENSMUSG00000110279";29,6702044800792;-1,62252310595412;0,567272497860905;-2,86021817040735;0,00423349652834574;0,0416643123680759
"ENSMUSG00000109157";18,5480840193088;2,31353032066536;0,667960503373167;3,46357353313878;0,000533050879412881;0,0113539837314944
"ENSMUSG00000098708";40,8813188492565;1,20583595822439;0,330929967937891;3,6437798780759;0,000268663211539608;0,00762707693941134
"ENSMUSG00000045467";42,7395953376573;1,17852901164167;0,300275409641245;3,92482692155752;8,67921174191201e-05;0,00370805866575862
"ENSMUSG00000109005";53,4825960747386;1,55423032808036;0,377817153247303;4,11371033507053;3,89349948992973e-05;0,00222320945963401
"ENSMUSG00000108353";26,3511789635955;1,89102739939184;0,604362249692966;3,12896346578982;0,00175424118216308;0,0246171633186367
"ENSMUSG00000092536";89,0907885752652;1,14301288393029;0,257222767247281;4,44366918279616;8,84375534445359e-06;0,000859959079472628
"ENSMUSG00000110125";57,6350072027274;1,06068985097112;0,311485704708708;3,40526012891359;0,000661010559349313;0,0128412605080108
"ENSMUSG00000089736";277,842178330088;1,36066915002123;0,305432297187168;4,4548961015325;8,39338318820948e-06;0,000825134131887055
"ENSMUSG00000054717";237,337820954459;1,29596015563764;0,368302351636497;3,51873983394141;0,000433601695904347;0,0102166694077792
"ENSMUSG00000036151";33,6933773875504;-1,47465769970433;0,444524255286058;-3,31738410709528;0,000908646033825375;0,0162075526848461
"ENSMUSG00000002910";1368,88047948948;1,75737066596319;0,32117301096134;5,47172584864152;4,45673903711938e-08;1,59295642174137e-05
"ENSMUSG00000074252";222,733340594745;1,60031337851063;0,301529865461342;5,30731301213612;1,11253037950221e-07;2,97095426120202e-05
"ENSMUSG00000110588";62,6037256069391;1,22974518842673;0,38667520886412;3,18030522835734;0,00147120001363817;0,0221943588249024
"ENSMUSG00000098120";54,4272234997137;1,05118342407137;0,361648112323999;2,90664706450787;0,00365325127411449;0,0381576017492449
"ENSMUSG00000111097";16,3640273186335;2,79620226752375;0,667615342536041;4,18834333090959;2,80998192171563e-05;0,0018759774829603
"ENSMUSG00000111246";21,0870823499634;1,09484128050048;0,327894094495289;3,3390088412105;0,000840778883017721;0,0153502201785235
"ENSMUSG00000099170";13,4942135306025;1,53978505460435;0,545842192214425;2,82093446891234;0,00478839833741713;0,0446218870068059
"ENSMUSG00000104120";15,6175871862206;1,11015447012798;0,36381794003285;3,05140112119744;0,00227776056745291;0,0290061865287313
"ENSMUSG00000104094";11,8330552318069;1,65522992924063;0,543134485029095;3,04755079057807;0,00230714533031198;0,0292263212980547
"ENSMUSG00000111360";129,120453467319;3,29854625457783;0,4314937931541;7,64448135039527;2,09789212501225e-14;9,38387147517981e-11
"ENSMUSG00000111498";41,3366505274375;1,37740827404611;0,398831212090589;3,4536120350913;0,000553132493864827;0,0115885791337582
"ENSMUSG00000097736";34,0249427540447;1,57869958288534;0,361855746504549;4,36278709992933;1,28415898272845e-05;0,00109410345328464
"ENSMUSG00000064343";105,449632425462;-1,5231059379795;0,363094458455491;-4,19479257397207;2,73121409316258e-05;0,00184849901443208
